"Parameter","Mean","2.5%","50%","97.5%","Mode","MAP"
"p.S1S2",0.107782229607822,0.0966154287245099,0.107619039945118,0.120690664477833,0.107169363687119,0.107827841503045
"hr.S1",2.7151807364891,1.10075915399936,2.60896969331703,4.41393299063155,1.96548376798925,2.29704181007779
"hr.S2",9.54353537844828,7.16315692220237,9.53439779442072,11.8839978615081,9.27177283973003,9.88703859375047
